128, 3.96563, 3.95938, 3.95312
130, 3.97846, 3.95692, 3.97538
132, 3.98182, 3.97273, 3.95758
134, 3.97313, 3.95224, 3.96716
136, 3.95588, 3.96176, 4
138, 3.96812, 3.96522, 3.97971
140, 3.97143, 3.96, 3.96286
142, 3.97183, 3.9493, 3.91831
144, 3.96111, 3.95833, 3.96389
146, 4.51507, 4.53699, 4.55616
148, 4.54054, 4.53784, 4.52973
150, 4.57867, 4.78933, 4.50667
153, 4.54641, 4.5281, 4.52026
156, 4.54103, 4.73846, 4.53333
159, 4.51321, 4.51824, 4.5283
162, 4.7284, 4.77284, 4.56296
165, 4.57455, 4.5503, 4.50909
168, 4.52619, 4.53571, 4.51905
171, 4.52865, 4.51696, 4.52164
174, 4.49195, 4.52414, 4.54023
177, 4.52655, 4.55367, 4.54463
180, 4.52, 4.54444, 4.54889
183, 4.5224, 4.53552, 4.52459
186, 4.53118, 4.53978, 4.53333
189, 4.52487, 4.56508, 4.52487
192, 4.525, 4.5375, 4.54375
195, 4.52923, 4.55179, 4.52718
198, 4.52525, 4.51313, 4.53131
201, 4.52139, 4.51741, 4.53731
205, 4.53854, 4.52878, 4.5561
209, 4.53206, 4.50144, 4.54354
213, 4.5277, 4.54648, 4.53333
217, 4.54931, 4.51797, 4.51797
221, 4.53575, 4.5267, 4.54118
225, 4.52622, 4.53156, 4.53511
229, 4.49432, 4.52926, 4.52751
233, 4.52532, 4.53219, 3.96567
237, 3.95781, 3.96456, 3.97637
241, 3.97178, 3.97842, 3.97178
245, 3.98204, 3.96735, 3.96082
249, 3.98715, 3.98072, 3.97108
253, 3.9668, 3.96522, 4.04269
258, 3.95814, 3.96589, 3.97519
263, 3.96654, 3.98175, 3.95894
268, 3.98955, 3.97164, 3.98209
273, 3.96484, 4.02491, 3.9663
278, 3.96691, 3.96259, 3.99424
283, 3.95618, 3.9477, 3.99011
288, 3.99861, 3.98333, 3.97917
293, 3.91536, 3.95085, 3.96177
298, 3.96376, 3.96376, 3.98523
303, 3.96964, 3.95776, 3.9802
309, 3.93398, 3.96764, 3.96375
315, 3.94667, 3.94921, 3.92381
321, 3.98131, 3.95016, 3.9838
327, 3.9633, 3.95963, 3.96697
333, 3.97718, 3.96276, 3.96276
339, 3.96696, 3.98112, 3.93746
345, 3.92812, 3.9142, 4.32116
351, 4.42507, 3.96125, 3.97265
358, 6.11732, 6.08827, 6.10503
365, 6.09753, 6.09425, 6.10082
372, 6.08925, 6.10968, 6.10323
379, 6.09815, 6.08865, 6.0971
386, 6.07876, 6.08394, 6.1057
393, 6.07837, 6.09567, 6.11603
400, 6.091, 6.105, 6.125
408, 6.10196, 6.1, 6.11078
416, 6.10385, 6.08365, 6.19808
424, 6.10189, 6.07547, 6.09811
432, 6.11111, 6.07963, 6.08333
440, 6.07636, 6.10818, 6.10727
448, 6.1, 6.09196, 6.10804
456, 6.09912, 6.09386, 6.19123
465, 6.54624, 6.45849, 6.21849
474, 6.43122, 4.1789, 3.97384
483, 3.96356, 3.96273, 3.95776
492, 4.42033, 3.92927, 4.12764
501, 4.19561, 4.18363, 3.91537
511, 4.00391, 4.1863, 4.19569
521, 3.92476, 3.94395, 3.9501
531, 3.90508, 3.91789, 3.91488
541, 3.91793, 3.91275, 3.91793
551, 3.92958, 3.91869, 3.92523
562, 3.921, 3.92598, 3.91388
573, 3.91065, 3.91763, 3.91274
584, 3.92055, 3.90753, 3.91849
595, 3.9321, 3.91529, 3.90319
606, 3.90693, 3.90495, 3.90429
618, 3.91327, 3.92233, 3.92362
630, 3.9181, 3.89587, 3.90159
642, 3.9109, 3.89782, 3.92461
654, 3.90948, 3.90826, 3.89541
667, 3.89985, 3.91064, 3.91484
680, 3.90529, 3.90412, 3.90647
693, 3.89957, 3.89668, 3.89957
706, 3.90708, 3.89632, 3.90198
720, 3.89611, 3.90944, 3.93167
734, 3.91935, 3.91826, 3.903
748, 3.90802, 3.90802, 3.90321
762, 3.89764, 3.89606, 3.89921
777, 3.90785, 3.8991, 3.90837
792, 3.89596, 3.90606, 3.90303
807, 3.90682, 3.90087, 3.90136
823, 6.00243, 6.00535, 6.01361
839, 5.99762, 6.02765, 6.05483
855, 6.02854, 6.03836, 6.06222
872, 5.99771, 6.00459, 6.02569
889, 6.0153, 6.0144, 6.0171
906, 6.01015, 6.00662, 5.99868
924, 6.0026, 6.02554, 6.03203
942, 6.00212, 5.99448, 3.92102
960, 3.91875, 3.91458, 3.9
979, 3.90358, 3.9097, 3.89949
998, 3.9022, 3.90822, 3.90862
1017, 3.91072, 3.9237, 3.89695
1037, 3.91013, 3.90704, 3.9028
1057, 3.90388, 3.91637, 3.91675
1078, 3.90538, 3.89759, 3.90464
1099, 3.91046, 3.91156, 3.91119
1120, 3.91179, 3.94321, 3.90857
1142, 3.90648, 3.90753, 3.90298
1164, 3.90619, 3.911, 3.92543
1187, 3.9171, 3.9235, 3.89688
1210, 3.89355, 3.89686, 3.89421
1234, 3.89887, 3.89335, 3.90016
1258, 3.89348, 3.89412, 3.89285
1283, 3.89431, 3.90553, 3.89275
1308, 3.8948, 3.91437, 3.9
1334, 3.93043, 3.92594, 3.90165
1360, 3.93294, 3.90206, 3.90147
1387, 3.91464, 3.90108, 3.90166
1414, 4.0232, 3.89505, 3.89901
1442, 3.89265, 3.8932, 3.89237
1470, 3.89361, 3.89252, 3.89279
1499, 3.89406, 3.89326, 3.893
1528, 3.89267, 3.89346, 3.89293
1558, 3.92092, 3.89397, 3.89397
1589, 3.89301, 3.93782, 3.89503
1620, 3.90469, 3.91383, 3.89407
1652, 3.923, 4.11598, 3.89298
1685, 3.94516, 3.99858, 3.967
1718, 3.91176, 4.06356, 3.89965
