128, 3.97187, 3.99375, 4.01875
131, 3.98168, 3.97863, 3.97252
134, 3.96716, 3.95224, 3.92537
138, 3.97391, 3.93623, 3.91304
142, 3.92676, 3.95775, 3.98592
146, 3.9589, 3.97808, 3.96164
150, 4.00533, 3.93867, 3.95467
154, 3.96104, 3.97662, 3.98442
158, 3.92911, 3.94684, 3.96962
162, 3.93827, 3.93827, 3.93086
166, 3.96386, 3.9494, 3.92048
170, 3.94118, 3.95294, 3.94353
175, 3.96114, 3.96571, 3.94514
180, 3.94, 3.94222, 3.99111
185, 3.98703, 3.9373, 3.92649
190, 3.92421, 3.94316, 3.92421
195, 3.94462, 3.94256, 3.93436
200, 3.942, 3.942, 3.938
206, 3.93786, 3.93204, 3.9165
212, 3.92642, 3.91698, 3.93019
218, 3.92477, 3.93394, 3.92294
224, 3.93571, 3.9375, 3.93571
230, 3.92522, 3.93391, 3.93739
236, 3.93729, 3.92373, 3.94237
243, 3.93416, 3.92428, 3.94403
250, 3.92, 3.9456, 3.9264
257, 3.92374, 3.94708, 3.91284
264, 3.92879, 3.95, 3.92576
271, 3.94982, 3.92768, 3.9631
279, 3.95125, 3.94409, 3.92832
287, 4.75958, 4.77073, 4.78328
295, 4.79864, 4.77966, 4.78508
303, 4.76964, 4.7736, 4.77756
312, 4.80897, 4.75385, 4.76923
321, 4.74642, 4.76636, 4.75888
330, 4.78303, 4.79152, 4.77697
339, 4.75634, 4.77404, 4.75752
349, 4.80229, 4.77479, 4.7851
359, 4.75766, 4.7922, 4.76546
369, 4.75881, 4.75556, 4.78591
380, 4.76737, 4.77368, 4.78947
391, 4.79182, 4.77238, 4.80307
402, 4.76816, 4.76517, 4.77214
414, 4.77391, 4.75169, 4.74106
426, 4.76244, 4.7493, 4.76526
438, 4.76712, 4.78265, 4.77352
451, 4.75831, 4.7796, 4.80976
464, 4.76293, 4.76638, 4.77845
477, 4.78407, 4.78826, 4.76226
491, 4.77067, 4.78941, 4.75764
505, 4.7897, 4.77703, 3.93584
520, 3.92692, 3.92692, 3.93385
535, 3.92523, 3.93196, 3.93271
551, 3.93466, 3.94628, 3.93466
567, 3.97954, 3.94145, 4.00564
584, 3.94452, 4.17397, 3.94041
601, 3.99601, 3.97471, 4.19035
619, 3.90501, 3.89596, 3.89208
637, 3.90267, 3.89827, 3.89262
656, 3.96037, 3.95122, 3.95244
675, 3.9437, 3.94074, 3.94252
695, 3.95108, 3.95856, 3.93612
715, 3.94126, 3.92727, 3.92951
736, 3.9413, 3.95326, 3.93152
758, 3.95198, 3.94617, 3.95356
780, 3.94513, 3.96359, 3.92718
803, 3.93674, 3.92379, 3.9208
827, 3.92842, 3.93229, 3.93422
851, 3.93137, 3.91915, 3.91586
876, 3.93288, 3.95571, 3.93105
902, 3.93392, 3.96541, 3.9357
929, 3.91647, 3.93843, 3.92551
956, 3.93054, 3.93849, 3.92971
984, 4.08049, 3.94512, 3.94106
1013, 3.94235, 3.92142, 3.92695
1043, 3.92138, 3.93212, 4.08092
1074, 4.78585, 4.6257, 4.63985
1106, 4.61121, 4.63291, 4.62206
1139, 4.89517, 4.6065, 4.62054
1173, 4.65098, 4.62575, 4.66087
1208, 4.61689, 4.62715, 4.65662
1244, 4.64566, 4.62926, 4.69486
1281, 4.6445, 4.64137, 4.18954
1319, 4.15709, 4.17407, 4.21501
1358, 4.1567, 4.15965, 4.22651
1398, 4.16109, 4.15994, 4.198
1439, 4.15455, 4.16567, 4.24017
1482, 4.16734, 4.1641, 4.22132
1526, 4.17195, 4.16514, 4.23853
1571, 4.15226, 4.14157, 4.13571
1618, 4.13028, 4.17009, 4.19506
1666, 4.15606, 4.15366, 4.22113
1715, 4.15743, 4.12945, 4.30367
1766, 4.15991, 4.1812, 4.29173
1818, 4.17008, 4.1615, 4.23146
1872, 4.16581, 4.16517, 4.325
1928, 4.17012, 4.18568, 4.36369
1985, 4.16826, 4.1864, 4.39214
2044, 4.24325, 4.29452, 4.54912
2105, 4.27344, 4.30195, 4.53948
2168, 4.30332, 4.32103, 4.6083
2233, 4.27909, 4.29557, 4.5528
2299, 4.26133, 4.27368, 4.51814
2367, 4.19654, 4.17524, 4.4605
2438, 4.14947, 4.16505, 4.49975
2511, 4.15165, 4.18957, 4.66316
2586, 4.16783, 4.18469, 4.68554
2663, 4.19797, 4.18115, 4.77251
2742, 4.18395, 4.18687, 4.81473
2824, 4.18541, 4.22521, 5.22295
2908, 4.12985, 4.22558, 4.95351
2995, 4.18497, 4.18297, 5.05376
3084, 4.2358, 4.2153, 5.22205
3176, 4.17469, 4.20403, 4.82242
3271, 4.18869, 4.17414, 5.41143
3369, 4.24031, 4.25123, 5.72194
3470, 4.16196, 4.20219, 4.46548
3574, 4.19821, 4.20381, 4.74527
3681, 4.17517, 4.2182, 5.57805
3791, 4.43208, 4.40855, 6.45107
3904, 4.43525, 4.43965, 6.21793
4021, 4.32052, 4.31475, 6.21975
4141, 4.30476, 4.31876, 6.47921
4265, 4.31822, 4.29018, 6.83001
4392, 4.33998, 4.35301, 6.80073
4523, 4.5239, 4.55158, 7.54039
4658, 4.55337, 4.57742, 7.22817
4797, 4.56811, 4.57486, 6.94
4940, 4.57206, 4.5664, 7.39036
5088, 4.67186, 4.70346, 7.4945
5240, 4.55511, 4.54931, 7.3058
5397, 4.54934, 4.53578, 7.45244
5558, 4.5317, 4.54034, 7.5584
5724, 4.57379, 4.69133, 7.68714
5895, 4.69822, 4.69014, 7.87203
6071, 4.68437, 4.70328, 7.94769
6253, 4.70878, 4.74652, 8.06749
6440, 4.68609, 4.70491, 8.02994
6633, 4.68005, 4.67837, 8.16777
6831, 4.68359, 4.67844, 8.01206
7035, 4.70181, 4.74274, 8.36054
7246, 4.8706, 4.8912, 8.38592
7463, 4.86952, 4.98422, 8.74624
7686, 4.85464, 4.9465, 8.72901
7916, 4.82527, 4.78327, 8.51683
8153, 4.88233, 4.83994, 8.95317
8397, 4.81991, 4.84287, 9.592
8648, 4.83233, 4.8506, 9.39366
8907, 4.88564, 4.85474, 9.33648
9174, 4.83514, 4.83331, 9.29745
9449, 4.82468, 4.84585, 9.2345
9732, 4.68751, 4.66667, 9.80584
10023, 4.83304, 4.83624, 8.95704
10323, 4.67744, 4.72072, 9.314
10632, 4.79786, 4.78315, 9.53461
10950, 4.89271, 4.90451, 8.84778
11278, 4.76801, 4.69576, 9.87367
11616, 4.70475, 4.68857, 9.73368
11964, 4.70769, 4.70675, 9.36132
12322, 4.72842, 4.85772, 10.4227
12691, 4.84126, 4.84268, 10.8849
13071, 4.84082, 4.86325, 10.0259
13463, 4.7051, 4.69863, 10.0984
13866, 4.69999, 4.71827, 11.1244
14281, 4.84515, 4.87406, 12.4667
14709, 4.73726, 4.66637, 12.217
15150, 4.60393, 4.57455, 13.8726
15604, 4.59026, 4.60187, 13.2671
16072, 4.58768, 4.59214, 14.2748
16554, 4.558, 4.56462, 11.7472
17050, 4.44307, 4.88056, 12.6995
17561, 4.57268, 4.47567, 13.9334
18087, 4.44275, 4.49322, 14.1831
18629, 4.4814, 4.58234, 14.7481
19187, 4.57873, 4.44718, 14.8496
19762, 4.63987, 4.74994, 15.5765
20354, 4.50142, 4.50758, 15.5773
20964, 4.58157, 4.59195, 15.069
21592, 4.45396, 4.47114, 13.8536
22239, 4.58118, 4.57774, 15.2358
22906, 4.58147, 4.60206, 14.4412
23593, 4.43932, 4.52538, 10.7523
24300, 4.35328, 4.35276, 10.4693
25029, 4.35584, 4.35361, 11.2195
25779, 4.63346, 4.49009, 11.608
26552, 4.48451, 4.48588, 11.7738
27348, 4.51179, 4.6222, 11.7278
28168, 4.51758, 4.717, 12.0817
29013, 4.52021, 4.48632, 12.4635
29883, 4.48768, 4.48628, 12.7589
30779, 4.46185, 4.39086, 12.0032
31702, 4.36022, 4.36246, 11.8305
32653, 4.42444, 4.36797, 12.4668
33632, 4.49323, 4.49109, 13.3821
34640, 4.67191, 4.51958, 14.8003
35679, 4.49452, 4.49559, 14.1591
36749, 4.49706, 4.4987, 14.4913
37851, 4.39681, 4.38388, 15.0308
38986, 4.47692, 4.38301, 15.2792
40155, 4.63732, 4.64994, 15.2586
41359, 4.5195, 4.1588, 15.3255
42599, 3.94965, 4.06001, 16.12
43876, 4.62324, 4.67687, 17.5901
45192, 4.41044, 4.39805, 18.9005
46547, 4.09566, 4.18795, 15.9129
47943, 3.86858, 3.90522, 16.6163
49381, 3.86827, 3.8765, 17.2413
50862, 3.90449, 3.86366, 18.6154
52387, 3.86007, 3.85581, 18.5911
53958, 3.85682, 3.85782, 18.4089
55576, 3.85792, 4.31162, 19.3534
57243, 3.86301, 3.8593, 20.3996
58960, 3.86883, 3.86501, 19.9615
60728, 3.86538, 3.87003, 19.8903
62549, 3.85777, 3.85863, 20.8123
64425, 3.85814, 3.85963, 20.9588
66357, 3.85834, 3.85849, 21.0708
68347, 3.8579, 3.85884, 21.4556
70397, 3.85844, 3.8597, 21.7748
72508, 4.01939, 3.94011, 23.1317
74683, 3.85861, 3.85915, 22.5138
76923, 3.85842, 3.85967, 24.9846
79230, 3.92286, 4.11825, 28.0321
81606, 3.92613, 3.92604, 27.0435
84054, 3.96762, 3.92263, 24.6553
86575, 3.86323, 3.92518, 25.0289
89172, 4.02909, 4.34052, 24.6635
91847, 3.87477, 3.87102, 24.6547
94602, 3.86007, 3.86053, 24.8066
97440, 3.8602, 3.86024, 24.8508
100363, 3.86035, 3.86077, 25.1274
103373, 3.87324, 4.13152, 26.0976
106474, 3.85985, 3.86309, 26.0423
109668, 3.98643, 3.86215, 26.4602
112958, 3.91192, 3.86067, 27.0676
116346, 3.86192, 3.87823, 26.6179
119836, 3.86032, 3.86799, 26.416
123431, 3.8686, 3.86084, 26.5202
127133, 3.86018, 3.86154, 26.8503
130946, 3.94512, 3.86343, 27.862
134874, 3.86269, 4.05022, 28.0317
138920, 3.86073, 3.86319, 27.8832
143087, 4.23683, 3.86419, 27.6757
147379, 3.86309, 3.86104, 27.7361
151800, 3.85968, 3.86059, 27.7363
156354, 3.85963, 3.86063, 28.3677
161044, 3.93938, 3.96419, 28.9157
165875, 3.7761, 3.79113, 28.5671
170851, 3.76766, 3.76883, 28.3634
175976, 3.8598, 3.86052, 28.4863
181255, 3.85984, 3.86062, 27.3582
186692, 3.68014, 4.19129, 30.7793
192292, 3.75502, 4.1951, 29.6031
198060, 3.86118, 3.90573, 28.9899
204001, 3.86062, 3.86045, 29.1152
210121, 3.76783, 3.76868, 29.7568
216424, 3.77042, 3.76938, 30.5313
222916, 3.8936, 3.99789, 29.4292
229603, 3.85976, 3.86033, 29.12
236491, 3.76776, 3.76856, 28.9127
243585, 3.77082, 3.88528, 29.9563
250892, 3.94146, 3.77825, 29.1164
258418, 3.76775, 3.7777, 29.195
266170, 3.76766, 3.76831, 31.184
274155, 3.78814, 3.83601, 30.3846
282379, 3.76772, 3.76852, 29.912
290850, 3.87674, 3.83458, 29.6843
299575, 4.046, 3.86623, 31.047
308562, 3.9868, 4.0386, 30.4638
317818, 3.85961, 3.86023, 30.6602
327352, 3.77776, 3.77297, 31.7356
337172, 3.86025, 3.86015, 30.5442
347287, 3.76759, 3.76832, 31.4605
357705, 3.94212, 3.95948, 30.542
368436, 3.77021, 3.76821, 30.2113
379489, 3.77133, 3.76877, 32.628
390873, 4.0035, 3.92904, 31.0767
402599, 3.86233, 3.86036, 29.8541
414676, 3.74243, 3.81745, 33.39
427116, 3.82288, 3.76872, 30.8082
439929, 3.94969, 3.95447, 30.5924
453126, 3.76744, 3.76848, 30.4965
466719, 4.11782, 3.94485, 31.1411
480720, 3.86191, 3.86254, 31.4163
495141, 4.18136, 4.28128, 31.4302
509995, 3.86224, 3.83526, 30.4615
525294, 4.21415, 3.90543, 32.1471
541052, 3.86157, 3.86234, 33.947
557283, 3.79869, 3.80864, 30.894
574001, 3.77125, 3.77272, 35.389
591221, 3.81652, 3.78375, 30.6379
608957, 3.7158, 3.68402, 37.2565
627225, 3.86973, 3.86647, 30.5881
646041, 3.68136, 3.7105, 60.3155
665422, 4.02695, 4.18889, 31.0933
685384, 3.85948, 4.54379, 31.401
705945, 3.76971, 3.6808, 30.2363
727123, 3.77518, 3.76923, 31.1892
748936, 3.86105, 3.68486, 30.0072
771404, 3.74741, 3.84269, 31.9992
794546, 4.33444, 3.90568, 30.846
818382, 3.7003, 3.83188, 31.5174
842933, 3.70464, 4.20198, 31.6748
868220, 3.74414, 4.61312, 32.5725
894266, 3.72455, 4.19385, 32.6691
921093, 3.84394, 3.80839, 34.1127
948725, 3.81113, 3.8118, 34.3173
977186, 3.882, 3.88951, 34.9272
1.0065e+06, 3.76327, 3.81641, 36.2454
1.0367e+06, 3.84183, 3.81315, 37.1569
1.0678e+06, 3.8137, 3.9338, 36.7935
1.09983e+06, 3.84735, 3.87369, 37.7589
1.13282e+06, 3.78358, 3.65644, 41.3972
1.16681e+06, 3.83279, 3.81116, 40.3779
1.20181e+06, 3.90529, 3.86672, 43.6532
1.23786e+06, 3.88509, 3.92373, 44.2902
1.275e+06, 3.84835, 3.77954, 45.4821
1.31325e+06, 3.84372, 3.78672, 47.9582
1.35265e+06, 3.82741, 3.87044, 50.5343
1.39323e+06, 3.83853, 3.87729, 52.6338
1.43502e+06, 3.8974, 3.89917, 57.7445
1.47807e+06, 3.96552, 3.90276, 58.5495
1.52241e+06, 3.96658, 3.93467, 61.4851
1.56809e+06, 3.90587, 3.93051, 60.9215
1.61513e+06, 3.91837, 4.00833, 64.0963
1.66358e+06, 3.94362, 3.91242, 65.5047
1.71349e+06, 3.87221, 3.98412, 69.8968
1.76489e+06, 3.99764, 3.96761, 72.4144
1.81784e+06, 3.98706, 3.94188, 76.806
1.87237e+06, 3.90453, 3.95723, 79.2456
1.92854e+06, 3.95925, 3.97763, 81.4505
1.9864e+06, 3.99074, 4.0015, 84.5616
